word,wordURL,meaning_1,sentence_1,meaning_2,sentence_2,meaning_3,sentence_3,way_to_remember,way_to_remember2,difficulty
reproach,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/reproach#back,",verb: to express criticism towards,"At first, Sarah was going to yell at the boy, but she didn't want to reproach him for telling the truth about the situation.",None,None,None,None,divide it as re(again..)+proach(..approach).. you ask someone to APPROACH AGAIN & AGAIN since you DISAPPROVE OF HIS WORK..(eg during submissions),"If u see a cockRROACH, u express disapproval!",COMMONS
anomaly,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/anomaly#back,","noun: something that is not normal, standard, or expected","After finding an anomaly in the data, she knew that she would have to conduct her experiment again.",None,None,None,None,Anomaly sounds like abnormally.. that is one who deviates from the normal order.,"Anomaly= A(means NO) + Nomaly = A(no) + Normality = ABNORMALITY, DEVIATION FROM NORMAL ORDER",COMMONS
sullen,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/sullen#back,",adjective: showing a brooding ill humor,"Herbert took board games too seriously, often appearing sullen after losing.",None,None,None,None,Your face is SWOLLEN ( by some insect bite ) and so you feel SULLEN,sullen....sull..soul..sole..sole means alone...so a person who leaves alone.. doesnot hv any social contact..such a person always lives in anxiety and live a dark and lonly life....so he remains silent...and show a BROOding ILL HUMER...,COMMONS
nonplussed,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/nonplussed#back,",adjective: unsure how to act or respond,Shirley was totally nonplussed when the angry motorist cut her off and then stuck his finger out the window.,None,None,None,None,plussed........puzzled.,"non plus, is it negative or positive? I am confused!",COMMONS
economical,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/economical#back,","adjective: avoiding waste, efficient","Journalists favor an economical style of writing, in which no unnecessary words are used and every sentence is as short as possible.",None,None,None,None,None,None,COMMONS
contrition,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/contrition#back,",noun: the feeling of remorse or guilt that comes from doing something bad,Those who show contrition during their prison terms--especially when under review by a parole board--often get shortened sentences.,None,None,None,None,"CON(not)+TREATion...ifyor girlfriend does,t treat you properly you will be in great remorse......",None,COMMONS
elicit,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/elicit#back,","verb: call forth (emotions, feelings, and responses)",Just smiling--even if you are depressed--can elicit feelings of pleasure and happiness.,None,None,None,None,"implicit - which is understood ..
explicit - means specifically told/derived

so elicit - explicit","implicit-which is understood ..
explicit - means specifically told or written.. ELICIT means which is not specifically told or understood but WE HAVE TO DRIVE BY REASONING",COMMONS
truncate,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/truncate#back,",verb: reduce the length of something,The soccer game was truncated when the monsoon rain began to fall.,None,None,None,None,"trunc(TRUNK) + cate(CUT).....when you CUT the TRUNK OF THE tree, by cutting the top off, you make it SHORT.","trunCAT(NEAR TO  CUT)+E.......and  when you CUT something ,YOU SHORTEN things.",COMMONS
dispassionate,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/dispassionate#back,",adjective: unaffected by strong emotion or prejudice,"A good scientist should be dispassionate, focusing purely on what the evidence says, without personal attachment.",None,None,None,None,"dis-passionate, without any passion usually people without passions are calm",None,COMMONS
Magoosh Score Estimator,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/magoosh-score-estimator#back,","noun: After taking a practice exam, determine your score on the GRE 340-point scale. Learn more at http://gre.magoosh.com",Mike scored a 335 on a practice exam using the Magoosh score estimator.,None,None,None,None,None,None,COMMONS
opulence,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/opulence#back,",noun: wealth as evidenced by sumptuous living,"Russian oligarchs are famous for their opulence, living in fancy homes and dining on expensive caviar.",None,None,None,None,"OPUL REMENBER OPEL AND LANCE MEANS LANCER CAR 

PEOPLE THOSE WHI HAS OPEL AND LANCER LIVE IN OPULANCE",Opulence rhymes with affluence.. which also means rich.. and you can also say that rich people have a lot of influence on people.. which also rhymes with opulence..,COMMONS
arduous,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/arduous#back,",adjective: demanding considerable mental effort and skill; testing powers of endurance,"In order to deal with the arduous cross-country journey, truck drivers often survive on a string of caffeinated drinks, staying awake for up to 30 hours at a time.",None,None,None,None,"arduous = read it as: ""hard to do for us""",(h)ard + u (you) + ous (we); This work is very difficult and required full of hard work from us and your side.,COMMONS
mendacity,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/mendacity#back,",noun: the tendency to be untruthful,I can forgive her for her mendacity but only because she is a child and is seeing what she can get away with.,None,None,None,None,"mend+a+city.

during elections, politicians promise that ""they will mend the city and make it better"" which is a lie....",Men+audacity: men have the audacity to lie,COMMONS
furtive,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/furtive#back,",adjective: marked by quiet and caution and secrecy; taking pains to avoid being observed,"While at work, George and his boss Regina felt the need to be as furtive as possible about their romantic relationship.",None,None,None,None,One who is FARTive has to expel farts stealthily.,"FURTIVE ..very close to FERTILE...SO when you are infertile you go for fertility treatment, which you keep SECRET from others, as you dont want people to know about your infertility.",COMMONS
duress,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/duress#back,",noun: compulsory force or threat,The witness said he signed the contract under duress and argued that the court should cancel the agreement.,None,None,None,None,u + dress; that is u enforce your wife to put on a particular dress.,"Remember ""durex"". U r forced and restrained to use a condom to safeguard urself from STDs",COMMONS
rebuke,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/rebuke#back,",verb: criticize severely or angrily; censure,The police chief rebuked the two officers whose irresponsible decisions almost led to the deaths of seven innocent by-standers.,None,None,None,None,sounds like REEBOK.....u'll SCOLD HARSHLY n CRITICIZE SEVERELY ur servant as he has spoiled ur reebok shoes..,rebuke~'Angry Duke';An angrly duke will scold badly or criticize badly,COMMONS
craven,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/craven#back,",adjective: pathetically cowardly,"Though the man could have at least alerted the police, he crouched cravenly in the corner as the old woman was mugged.",None,None,None,None,craven --  is the opposite of 'brave'.,Craven sounds like Cita + RAVana => Ravana was a coward man!!! he proved it by taking away Cita/Sita in absence of Ram.,COMMONS
specious,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/specious#back,",adjective: based on pretense; deceptively pleasing,Almost every image on TV is specious and not to be trusted.,adjective: plausible but false,"He made a career out of specious arguments and fictional lab results, but lost his job and reputation when his lies were exposed by an article in The New York Times.",None,None,It sounds like 'suspicious'.,"Like the movie ""Species"" about an alien woman who looks human but has other plans",COMMONS
flux,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/flux#back,",noun: a state of uncertainty about what should be done (usually following some important event),"Ever since Elvira resigned as the head of marketing, everything about our sales strategy has been in a state of flux.",None,None,None,None,"flux means flow, something that flows, undergoes through change.","fLUX, the LUX company keeps changing its soap varieties, thers LUX  pink, LUX black, LUX gold etc..",COMMONS
transient,"https://gre.magoosh.com/flashcards/vocabulary/common-words-6/transient#back,",adjective: lasting a very short time,The unpredictable and transient nature of deja vu makes it a very difficult phenomenon to study properly.,None,None,None,None,remember transient light and transient current.... that we studied in physics.....which produce an effect for a very short time...,"ORIGIN late 16th cent.: from Latin transient- â€˜going across,â€™ from the verb transire, from trans- â€˜acrossâ€™ + ire â€˜go.â€™",COMMONS
